5.0450,3.5180,1.3437,0.1950
5.4828,4.0941,1.5204,0.4121
5.1550,3.2912,1.6870,0.3567
5.4336,3.8793,1.6096,0.3106
4.5311,2.9136,1.4661,0.1240
4.8787,3.2633,1.5178,0.2151
5.0377,3.4178,1.2404,0.1914
4.7035,3.2237,1.2340,0.1068
4.9534,3.2072,1.4224,0.2253
4.6453,3.0712,1.5423,0.2070
4.2957,2.4345,1.4440,0.0599
4.4459,2.8203,1.0115,0.0405
4.7383,2.9109,1.5073,0.2764
4.8708,3.3744,1.5653,0.3027
4.9490,3.4163,1.3436,0.1913
5.3157,3.7917,1.4299,0.3714
4.7697,3.1980,1.4639,0.2388
4.8235,3.2060,1.2732,0.1033
4.6312,3.1036,1.3768,0.2703
5.0628,3.6805,1.7188,0.3385
4.7072,3.1318,1.5098,0.1850
4.9338,3.4609,1.3067,0.1424
5.6472,4.3036,1.8422,0.4711
4.6910,3.1183,1.2716,0.1589
4.7242,2.9316,1.3240,0.1469
5.3121,3.6844,1.4159,0.2969
4.7363,2.8682,1.2037,0.1232
4.9160,3.4121,1.6442,0.3013
4.6270,2.7916,1.2923,0.0842
4.3600,2.5650,1.3890,0.0529
5.2612,3.9315,1.2722,0.2665
5.0749,3.5423,1.2335,0.1657
4.5472,2.9642,1.2793,0.1111
4.2753,2.4722,1.2593,0.1486
4.8701,3.0728,1.6425,0.2200
5.5802,4.2747,1.6688,0.3188
4.8118,3.1545,1.6329,0.3307
5.3468,3.8326,1.7025,0.3688
5.5324,4.1101,1.3636,0.3219
5.3330,3.6927,1.6688,0.3800
4.8875,3.1186,1.5874,0.2197
5.3590,3.7014,1.6931,0.3123
4.4229,2.5501,1.4314,0.0913
5.5785,4.2810,1.5083,0.3101
4.7405,2.9685,1.5139,0.1927
4.6869,2.8251,1.2225,0.1450
4.4017,2.6696,1.4448,0.0864
5.0361,3.1683,1.5250,0.2076
5.2243,3.6782,1.3872,0.3254
5.0218,3.7108,1.4281,0.3063
5.4766,4.2126,1.3939,0.4110
5.1785,3.6655,1.3661,0.2048
5.3642,3.8981,1.7585,0.2823
4.8093,2.9906,1.4508,0.2442
4.5168,2.7893,1.1980,0.1129
5.6511,4.3735,1.9115,0.5000
4.5640,2.9963,1.1477,0.0860
4.5249,2.8606,1.2190,0.2091
5.0466,3.2213,1.4463,0.1926
5.5028,4.1188,1.4222,0.3508
5.2665,3.6331,1.4122,0.3301
5.3777,3.8372,1.3490,0.2336
4.8998,3.2813,1.2852,0.2291
4.4641,2.8080,1.1257,0.1944
5.5536,4.2174,1.7103,0.3381
5.0291,3.7332,1.4866,0.3256
4.9384,3.4990,1.1792,0.1664
5.1437,3.6611,1.2609,0.2631
5.0038,3.2646,1.5897,0.2727
4.6738,2.8817,1.4626,0.2128
5.2690,3.5874,1.6750,0.2860
5.5851,4.2356,1.6855,0.3987
5.3250,3.9646,1.2861,0.2446
5.0749,3.4825,1.3527,0.1993
5.2402,3.8130,1.3284,0.2865
4.8005,3.1400,1.5870,0.2338
5.2924,3.6258,1.6905,0.2368
4.6011,2.8633,1.5139,0.1431
4.9274,3.5308,1.6622,0.3196
5.4240,4.0700,1.5998,0.2820
5.0516,3.6594,1.3649,0.2164
5.0786,3.5670,1.6155,0.2107
5.3883,3.8099,1.6489,0.3415
5.0121,3.2153,1.2817,0.2089
4.7091,3.0317,1.5280,0.2915
5.0332,3.1787,1.7030,0.3359
5.6185,4.2078,1.8726,0.5031
5.2517,3.7150,1.4915,0.2479
5.3876,3.7752,1.7731,0.2873
4.4299,2.7396,1.2265,0.0497
5.2198,3.7527,1.5810,0.2474
4.1511,2.2735,1.0785,0.0031
5.5544,4.1728,1.8234,0.3570
5.0281,3.2211,1.2552,0.1303
5.1235,3.4942,1.4651,0.3502
4.8784,3.1607,1.3118,0.2410
5.4586,3.8625,1.8431,0.4507
5.3146,3.7792,1.5815,0.2716
5.1535,3.6878,1.5480,0.3312
4.8170,3.4375,1.4681,0.2062
