6.1295,2.6899,4.2818,1.3112
5.6126,2.6088,4.1480,1.2961
6.3169,3.0240,4.5701,1.4197
6.7597,3.2529,4.9911,1.5995
6.3884,3.1422,4.8399,1.5657
5.5160,2.4548,3.9257,1.1834
6.5391,3.2071,4.8305,1.5594
5.5631,2.5106,4.0656,1.2153
6.3488,2.9222,4.5431,1.4075
6.4121,2.9540,4.7363,1.4493
5.6134,2.6512,3.8863,1.2296
6.5469,3.3110,5.0162,1.6344
5.5095,2.7630,3.9628,1.2807
5.1612,2.4803,3.4637,1.0575
6.0285,2.9818,4.5194,1.4630
6.3345,3.0041,4.5758,1.4218
5.2794,2.4080,3.6899,1.1151
5.1392,2.2269,3.4423,1.0323
5.7268,2.5857,4.1034,1.2626
6.5069,3.1126,4.8059,1.5422
6.3423,3.0836,4.7438,1.5011
5.9307,2.9184,4.4977,1.4479
5.2176,2.4616,3.6088,1.0984
6.3302,2.8359,4.7360,1.4613
5.7703,2.7068,4.1933,1.3142
4.7463,1.9751,3.0040,0.8448
6.1036,2.9834,4.5211,1.4059
6.0492,2.7431,4.1032,1.2450
6.4609,3.0812,4.8723,1.5530
5.6637,2.6328,3.8498,1.2004
6.3925,3.0107,4.6924,1.4682
5.9279,2.5835,4.1177,1.2535
6.3763,3.0891,4.8005,1.5169
6.1278,2.6707,4.2974,1.2744
5.8684,2.8990,4.0627,1.3112
6.4153,2.8388,4.7017,1.4579
5.3344,2.4390,3.8157,1.1600
6.5922,2.8589,4.8150,1.4501
5.6316,2.7814,4.1862,1.3524
6.2996,2.7502,4.4557,1.3532
6.2298,3.0897,4.7426,1.5277
6.1471,2.8124,4.2326,1.3191
6.1762,3.0858,4.5543,1.4797
6.5364,3.0049,4.8654,1.5108
6.3707,3.1610,4.7158,1.5352
6.1778,2.8361,4.3230,1.3547
5.8630,2.8277,4.4026,1.3907
5.8830,2.6336,3.9919,1.2218
5.9021,2.7640,4.3162,1.3502
6.2786,2.8363,4.6947,1.4633
5.4703,2.3588,3.6651,1.0901
6.3734,2.8245,4.6710,1.4091
5.8683,2.7533,4.1272,1.3089
6.0090,2.8262,4.2215,1.3199
5.1199,2.2291,3.4366,1.0253
6.3415,2.9336,4.7611,1.4853
5.6340,2.6275,4.2312,1.3248
5.6349,2.8273,4.0923,1.3283
5.6367,2.7089,4.0177,1.2613
6.0762,3.0051,4.4905,1.4082
6.3276,2.9205,4.4515,1.4077
5.3861,2.5117,3.9008,1.2064
6.2721,2.9250,4.6063,1.4602
6.6637,2.9794,4.9142,1.5060
5.6072,2.7706,3.8713,1.2520
6.6823,3.0176,4.9162,1.5032
5.7285,2.6038,4.0279,1.2507
6.1465,2.7624,4.4160,1.3755
6.0502,2.8488,4.4311,1.3577
6.2992,3.1011,4.7266,1.5081
6.8463,3.3751,5.1040,1.6448
5.9774,2.7570,4.4203,1.3842
5.7412,2.7942,4.0938,1.2690
5.1676,2.2655,3.4717,1.0449
5.9571,2.9267,4.2355,1.3475
5.4665,2.4116,3.6994,1.1342
5.9489,2.6671,4.0140,1.1992
5.0045,2.3927,3.3411,1.0348
6.6338,3.1240,4.8341,1.4972
5.2300,2.4214,3.6778,1.1272
6.3611,2.8808,4.5290,1.4208
5.9853,2.7880,4.3871,1.3497
5.0093,2.1139,3.2410,0.9361
5.4794,2.5829,3.7153,1.1260
6.6317,3.0960,4.9176,1.5191
5.9370,2.7092,3.9354,1.1818
6.2315,3.0515,4.4158,1.4099
5.2417,2.3068,3.5518,1.0546
6.1195,2.8420,4.2797,1.3184
5.0225,2.3695,3.4082,1.0721
5.6926,2.6346,4.0469,1.2753
6.1490,2.8162,4.3288,1.3130
5.3036,2.3172,3.7431,1.1097
6.1972,2.8170,4.5435,1.3853
5.7420,2.8656,4.1967,1.3580
5.3307,2.5997,3.7865,1.1856
6.2873,2.8871,4.7354,1.4847
5.9777,2.7769,4.4025,1.3857
5.5469,2.5252,3.8001,1.1607
5.4750,2.6636,3.8561,1.2123
